1.0,"2019-08-02 22:45:56.000000","2019-08-02 23:36:56.000000",2.0,9.8,1.0,N,234.0,91.0,2.0,37.0,3.0,0.5,0.0,0.0,0.3,40.8,2.5
1.0,"2019-08-09 22:30:29.000000","2019-08-09 23:14:54.000000",1.0,8.6,1.0,N,234.0,91.0,1.0,33.0,3.0,0.5,4.0,0.0,0.3,40.8,2.5
2.0,"2019-08-09 22:41:53.000000","2019-08-09 23:29:08.000000",1.0,10.08,1.0,N,234.0,91.0,2.0,37.5,0.5,0.5,0.0,0.0,0.3,41.3,2.5
1.0,"2019-08-10 13:26:50.000000","2019-08-10 14:14:12.000000",2.0,12.3,1.0,N,234.0,91.0,1.0,42.5,2.5,0.5,15.55,6.12,0.3,67.47,2.5
1.0,"2019-08-10 17:46:40.000000","2019-08-10 18:29:06.000000",1.0,0.0,1.0,N,234.0,91.0,1.0,35.2,0.0,0.5,0.0,0.0,0.3,36.0,0.0
2.0,"2019-08-10 21:10:28.000000","2019-08-10 22:03:16.000000",5.0,12.73,1.0,N,234.0,91.0,1.0,43.5,0.5,0.5,2.7,0.0,0.3,50.0,2.5
1.0,"2019-08-11 11:42:21.000000","2019-08-11 12:26:26.000000",1.0,10.3,1.0,N,234.0,91.0,3.0,36.5,2.5,0.5,0.0,0.0,0.3,39.8,2.5
2.0,"2019-08-16 18:39:39.000000","2019-08-16 19:29:14.000000",4.0,13.31,1.0,N,234.0,91.0,1.0,45.0,1.0,0.5,0.0,6.12,0.3,52.92,0.0
2.0,"2019-08-16 21:49:56.000000","2019-08-16 22:58:20.000000",1.0,10.17,1.0,N,234.0,91.0,2.0,44.5,0.5,0.5,0.0,0.0,0.3,48.3,2.5
2.0,"2019-08-18 00:49:50.000000","2019-08-18 01:32:51.000000",1.0,10.75,1.0,N,234.0,91.0,2.0,37.0,0.5,0.5,0.0,0.0,0.3,40.8,2.5
2.0,"2019-08-18 05:08:01.000000","2019-08-18 05:42:46.000000",1.0,14.05,1.0,N,234.0,91.0,4.0,-42.5,-0.5,-0.5,0.0,0.0,-0.3,-46.3,-2.5
2.0,"2019-08-18 05:08:01.000000","2019-08-18 05:42:46.000000",1.0,14.05,1.0,N,234.0,91.0,2.0,42.5,0.5,0.5,0.0,0.0,0.3,46.3,2.5
1.0,"2019-08-20 19:32:18.000000","2019-08-20 20:11:52.000000",1.0,11.6,1.0,N,234.0,91.0,1.0,37.0,3.5,0.5,11.85,6.12,0.3,59.27,2.5
2.0,"2019-08-20 20:31:40.000000","2019-08-20 21:23:25.000000",3.0,13.16,1.0,N,234.0,91.0,2.0,45.0,0.5,0.5,0.0,0.0,0.3,48.8,2.5
2.0,"2019-08-21 16:35:14.000000","2019-08-21 17:34:12.000000",1.0,9.19,1.0,N,234.0,91.0,2.0,38.5,1.0,0.5,0.0,0.0,0.3,42.8,2.5
1.0,"2019-08-22 15:45:02.000000","2019-08-22 16:51:07.000000",1.0,0.0,1.0,N,234.0,91.0,1.0,39.2,0.0,0.5,0.0,0.0,0.3,40.0,0.0
1.0,"2019-08-24 15:50:09.000000","2019-08-24 16:43:58.000000",1.0,13.2,1.0,N,234.0,91.0,1.0,45.5,2.5,0.5,5.0,0.0,0.3,53.8,2.5
2.0,"2019-08-26 18:01:20.000000","2019-08-26 18:52:53.000000",1.0,8.69,1.0,N,234.0,91.0,1.0,37.0,1.0,0.5,8.26,0.0,0.3,49.56,2.5
2.0,"2019-08-27 15:06:16.000000","2019-08-27 15:59:50.000000",1.0,13.65,1.0,N,234.0,91.0,1.0,46.5,0.0,0.5,11.18,6.12,0.3,69.05,2.5
1.0,"2019-08-27 19:25:34.000000","2019-08-27 20:21:50.000000",1.0,10.5,1.0,N,234.0,91.0,2.0,40.0,3.5,0.5,0.0,0.0,0.3,44.3,2.5
1.0,"2019-08-29 14:58:08.000000","2019-08-29 15:47:11.000000",0.0,8.7,1.0,N,234.0,91.0,2.0,34.5,2.5,0.5,0.0,0.0,0.3,37.8,2.5
2.0,"2019-08-29 19:58:55.000000","2019-08-29 20:55:56.000000",1.0,13.16,1.0,N,234.0,91.0,1.0,45.5,0.5,0.5,2.0,0.0,0.3,51.3,2.5
2.0,"2019-08-30 22:26:42.000000","2019-08-30 23:23:20.000000",2.0,10.03,1.0,N,234.0,91.0,2.0,39.5,0.5,0.5,0.0,0.0,0.3,43.3,2.5
,"2019-08-03 16:29:00.000000","2019-08-03 17:11:00.000000",,12.75,,,234.0,91.0,,50.33,2.75,0.5,0.0,6.12,0.3,60.0,0.0
,"2019-08-08 14:34:00.000000","2019-08-08 15:37:00.000000",,13.76,,,234.0,91.0,,32.62,2.75,0.5,0.0,6.12,0.3,42.29,0.0
,"2019-08-13 19:39:00.000000","2019-08-13 20:16:00.000000",,13.12,,,234.0,91.0,,44.93,2.75,0.5,0.0,6.12,0.3,54.6,0.0
,"2019-08-24 14:59:00.000000","2019-08-24 15:53:00.000000",,14.3,,,234.0,91.0,,42.62,2.75,0.5,0.0,6.12,0.3,52.29,0.0
,"2019-08-29 14:39:00.000000","2019-08-29 15:36:00.000000",,15.24,,,234.0,91.0,,32.62,2.75,0.5,0.0,6.12,0.3,42.29,0.0
