1.0,"2019-08-02 21:04:46.000000","2019-08-02 21:57:39.000000",1.0,0.0,1.0,N,234.0,10.0,1.0,39.2,0.0,0.5,0.0,0.0,0.3,40.0,0.0
1.0,"2019-08-03 12:01:14.000000","2019-08-03 12:47:41.000000",1.0,14.4,1.0,N,234.0,10.0,1.0,47.0,2.5,0.5,11.25,6.12,0.3,67.67,2.5
1.0,"2019-08-03 19:17:09.000000","2019-08-03 20:05:02.000000",1.0,17.2,1.0,N,234.0,10.0,1.0,51.5,2.5,0.5,16.4,0.0,0.3,71.2,2.5
2.0,"2019-08-06 22:47:39.000000","2019-08-06 23:16:28.000000",1.0,14.55,1.0,N,234.0,10.0,1.0,41.0,0.5,0.5,10.18,6.12,0.3,61.1,2.5
2.0,"2019-08-10 02:07:07.000000","2019-08-10 02:57:14.000000",5.0,16.37,1.0,N,234.0,10.0,2.0,50.5,0.5,0.5,0.0,0.0,0.3,54.3,2.5
2.0,"2019-08-13 19:25:11.000000","2019-08-13 19:57:17.000000",1.0,14.46,1.0,N,234.0,10.0,1.0,40.0,1.0,0.5,10.08,6.12,0.3,60.5,2.5
2.0,"2019-08-14 13:57:08.000000","2019-08-15 13:49:10.000000",1.0,16.85,1.0,N,234.0,10.0,1.0,54.5,0.0,0.5,0.0,6.12,0.3,63.92,2.5
2.0,"2019-08-16 10:06:01.000000","2019-08-16 10:47:24.000000",1.0,14.45,2.0,N,234.0,10.0,1.0,52.0,0.0,0.5,6.0,6.12,0.3,67.42,2.5
1.0,"2019-08-17 15:49:33.000000","2019-08-17 16:42:14.000000",1.0,0.0,1.0,N,234.0,10.0,1.0,39.2,0.0,0.5,0.0,6.12,0.3,46.12,0.0
1.0,"2019-08-31 20:02:12.000000","2019-08-31 20:35:31.000000",1.0,14.0,2.0,N,234.0,10.0,1.0,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
