2.0,"2019-08-03 15:53:23.000000","2019-08-03 16:41:56.000000",1.0,11.61,1.0,N,234.0,126.0,2.0,39.0,0.0,0.5,0.0,6.12,0.3,48.42,2.5
2.0,"2019-08-09 01:17:19.000000","2019-08-09 01:44:43.000000",2.0,9.33,1.0,N,234.0,126.0,2.0,29.5,0.5,0.5,0.0,0.0,0.3,33.3,2.5
2.0,"2019-08-09 19:29:15.000000","2019-08-09 20:01:19.000000",1.0,9.3,1.0,N,234.0,126.0,1.0,30.0,1.0,0.5,8.58,0.0,0.3,42.88,2.5
2.0,"2019-08-10 00:59:43.000000","2019-08-10 01:22:35.000000",1.0,8.94,1.0,N,234.0,126.0,2.0,27.0,0.5,0.5,0.0,0.0,0.3,30.8,2.5
1.0,"2019-08-11 23:58:16.000000","2019-08-12 00:25:43.000000",1.0,11.1,1.0,N,234.0,126.0,2.0,32.5,3.0,0.5,0.0,0.0,0.3,36.3,2.5
2.0,"2019-08-19 08:15:22.000000","2019-08-19 08:51:13.000000",1.0,8.49,1.0,N,234.0,126.0,1.0,30.0,0.0,0.5,6.66,0.0,0.3,39.96,2.5
2.0,"2019-08-20 03:16:17.000000","2019-08-20 03:43:54.000000",4.0,11.75,1.0,N,234.0,126.0,2.0,36.0,0.5,0.5,0.0,0.0,0.3,39.8,2.5
2.0,"2019-08-21 02:14:06.000000","2019-08-21 02:37:38.000000",1.0,9.58,1.0,N,234.0,126.0,2.0,29.0,0.5,0.5,0.0,0.0,0.3,32.8,2.5
1.0,"2019-08-27 11:15:55.000000","2019-08-27 11:51:08.000000",1.0,0.0,1.0,N,234.0,126.0,1.0,28.2,0.0,0.5,0.0,0.0,0.3,29.0,0.0
1.0,"2019-08-27 12:51:51.000000","2019-08-27 13:28:33.000000",2.0,9.0,1.0,N,234.0,126.0,2.0,31.5,2.5,0.5,0.0,0.0,0.3,34.8,2.5
1.0,"2019-08-27 19:31:24.000000","2019-08-27 19:59:25.000000",1.0,9.5,1.0,N,234.0,126.0,2.0,30.5,3.5,0.5,0.0,0.0,0.3,34.8,2.5
