2.0,"2019-08-01 23:54:06.000000","2019-08-02 00:19:45.000000",1.0,7.71,1.0,N,234.0,159.0,1.0,24.5,0.5,0.5,3.0,0.0,0.3,31.3,2.5
1.0,"2019-08-03 02:41:12.000000","2019-08-03 03:00:31.000000",0.0,7.8,1.0,N,234.0,159.0,1.0,24.5,3.0,0.5,5.65,0.0,0.3,33.95,2.5
2.0,"2019-08-03 10:16:16.000000","2019-08-03 10:40:26.000000",2.0,7.41,1.0,N,234.0,159.0,2.0,25.0,0.0,0.5,0.0,0.0,0.3,28.3,2.5
1.0,"2019-08-03 12:45:43.000000","2019-08-03 13:25:23.000000",0.0,8.7,1.0,N,234.0,159.0,2.0,34.0,2.5,0.5,0.0,0.0,0.3,37.3,2.5
2.0,"2019-08-03 22:15:11.000000","2019-08-03 22:49:11.000000",1.0,7.36,1.0,N,234.0,159.0,1.0,27.0,0.5,0.5,9.24,0.0,0.3,40.04,2.5
1.0,"2019-08-03 22:43:31.000000","2019-08-03 23:07:11.000000",2.0,8.4,1.0,Y,234.0,159.0,2.0,26.5,3.0,0.5,0.0,0.0,0.3,30.3,2.5
2.0,"2019-08-04 19:18:57.000000","2019-08-04 19:47:37.000000",1.0,8.12,1.0,N,234.0,159.0,1.0,26.5,0.0,0.5,5.96,0.0,0.3,35.76,2.5
1.0,"2019-08-05 17:24:09.000000","2019-08-05 18:17:43.000000",1.0,0.0,1.0,N,234.0,159.0,1.0,26.2,0.0,0.5,0.0,0.0,0.3,27.0,0.0
2.0,"2019-08-05 21:49:04.000000","2019-08-05 22:18:43.000000",1.0,8.44,1.0,N,234.0,159.0,1.0,29.0,0.5,0.5,5.0,0.0,0.3,37.8,2.5
2.0,"2019-08-06 16:56:07.000000","2019-08-06 17:32:03.000000",1.0,8.75,1.0,N,234.0,159.0,1.0,31.5,1.0,0.5,0.0,0.0,0.3,33.3,0.0
2.0,"2019-08-06 17:09:08.000000","2019-08-06 17:44:50.000000",1.0,8.91,1.0,N,234.0,159.0,2.0,32.0,1.0,0.5,0.0,6.12,0.3,42.42,2.5
2.0,"2019-08-09 09:08:05.000000","2019-08-09 09:44:50.000000",2.0,8.06,1.0,N,234.0,159.0,1.0,30.5,0.0,0.5,10.14,0.0,0.3,43.94,2.5
2.0,"2019-08-10 04:01:22.000000","2019-08-10 04:23:02.000000",1.0,8.95,1.0,N,234.0,159.0,1.0,27.0,0.5,0.5,2.0,0.0,0.3,32.8,2.5
